023.173;n;IMPOSTO DE RENDA RETIDO NA FONTE (IRRF);7 anos;-;Eliminação;
023.174;n;PENSÃO ALIMENTÍCIA;5 anos;95 anos;Eliminação;
023.175;n;CONSIGNAÇÕES FACULTATIVAS;Enquanto vigora a consignação;7 anos;Eliminação;
023.18;m;OBRIGAÇÕES TRABALHISTAS E ESTATUTÁRIAS, ENCARGOS PATRONAIS E RECOLHIMENTOS;-;-;-;
023.181;n;PROGRAMA DE FORMAÇÃO DO PATRIMÔNIO DO SERVIDOR PÚBLICO (PASEP). PROGRAMA DE INTEGRAÇÃO SOCIAL (PIS);5 anos;5 anos;Eliminação;
023.182;n;FUNDO DE GARANTIA DO TEMPO DE SERVIÇO (FGTS);5 anos;52 anos;Eliminação;
023.183;n;CONTRIBUIÇÃO SINDICAL DO EMPREGADOR;7 anos;-;Eliminação;
023.184;n;CONTRIBUIÇÃO PARA O PLANO DE SEGURIDADE SOCIAL;5 anos;95 anos;Eliminação;
023.185;n;IMPOSTO DE RENDA;7 anos;-;Eliminação;
023.186;n;LEI DOS DOIS TERÇOS. RELAÇÃO ANUAL DE INFORMAÇÕES SOCIAIS (RAIS);5 anos;5 anos;Eliminação;
023.19;m;OUTRAS AÇÕES REFERENTES AO PAGAMENTO DE VENCIMENTOS. REMUNERAÇÕES. SALÁRIOS. PROVENTOS;-;-;-;
023.191;n;RETIFICAÇÃO DE PAGAMENTO;7 anos;-;Eliminação;
023.2;z;FÉRIAS;7 anos;-;Eliminação;
023.3;z;LICENÇAS;5 anos;52 anos;Eliminação;
023.4;z;AFASTAMENTOS;5 anos;52 anos;Eliminação;
023.5;z;CONCESSÕES;5 anos;52 anos;Eliminação;
023.6;z;AUXÍLIOS;Até a aprovação das contas pelo Tribunal de Contas*;5 anos a contar da aprovação das contas pelo Tribunal de Contas**;Eliminação;* ou até a apresentação do Relatório de Gestão ** ou 10 anos a contar da apresentação do Relatório de Gestão
023.7;z;REEMBOLSO DE DESPESAS. INDENIZAÇÃO;-;-;-;
023.71;m;MUDANÇA DE DOMICÍLIO;Até a aprovação das contas pelo Tribunal de Contas*;5 anos a contar da aprovação das contas pelo Tribunal de Contas**;Eliminação;* ou até a apresentação do Relatório de Gestão ** ou 10 anos a contar da apresentação do Relatório de Gestão
023.72;m;LOCOMOÇÃO;Até a aprovação das contas pelo Tribunal de Contas*;5 anos a contar da aprovação das contas pelo Tribunal de Contas**;Eliminação;* ou até a apresentação do Relatório de Gestão ** ou 10 anos a contar da apresentação do Relatório de Gestão
023.73;m;RESSARCIMENTO DE PLANO DE SAÚDE;Até a aprovação das contas pelo Tribunal de Contas*;5 anos a contar da aprovação das contas pelo Tribunal de Contas**;Eliminação;* ou até a apresentação do Relatório de Gestão ** ou 10 anos a contar da apresentação do Relatório de Gestão
023.9;z;OUTRAS AÇÕES REFERENTES À CONCESSÃO DE DIREITOS E VANTAGENS;-;-;-;
023.91;m;CONTRATAÇÃO DE SEGURO;Até a aprovação das contas pelo Tribunal de Contas*;5 anos a contar da aprovação das contas pelo Tribunal de Contas**;Eliminação;* ou até a apresentação do Relatório de Gestão ** ou 10 anos a contar da apresentação do Relatório de Gestão
023.92;m;OCUPAÇÃO DE IMÓVEL FUNCIONAL;Enquanto permanecer a ocupação;5 anos;Eliminação;
023.93;m;FORNECIMENTO DE TRANSPORTE;Até a aprovação das contas pelo Tribunal de Contas*;5 anos a contar da aprovação das contas pelo Tribunal de Contas**;Eliminação;* ou até a apresentação do Relatório de Gestão ** ou 10 anos a contar da apresentação do Relatório de Gestão
024;g;CAPACITAÇÃO DO SERVIDOR;Utilizar os prazos de guarda e a destinação final dos assentamentos funcionais para os documentos comprobatórios de participação.
024;z;CAPACITAÇÃO DO SERVIDOR;Utilizar os prazos de guarda e a destinação final dos assentamentos funcionais para os documentos comprobatórios de participação.
024.01;m;PLANEJAMENTO DA CAPACITAÇÃO;5 anos;5 anos;Guarda permanente;
024.1;z;PROMOÇÃO DE CURSOS PELO ÓRGÃO E ENTIDADE;-;-;-;
024.11;m;PROGRAMAÇÃO;5 anos;5 anos;Guarda permanente;
024.12;m;INSCRIÇÃO E FREQUÊNCIA;5 anos;-;Eliminação;
024.13;m;AVALIAÇÃO E RESULTADOS;5 anos;5 anos;Guarda permanente;
024.2;z;PARTICIPAÇÃO EM CURSOS PROMOVIDOS POR OUTROS ÓRGÃOS E ENTIDADES;5 anos;-;Eliminação;
024.3;z;PROMOÇÃO DE ESTÁGIOS PELO ÓRGÃO E ENTIDADE;-;-;-;
024.31;m;PROGRAMAÇÃO;5 anos;5 anos;Guarda permanente;
024.32;m;INSCRIÇÃO E FREQUÊNCIA;5 anos;-;Eliminação;
024.33;m;AVALIAÇÃO E RESULTADOS;5 anos;5 anos;Guarda permanente;
024.4;z;PARTICIPAÇÃO EM ESTÁGIOS PROMOVIDOS POR OUTROS ÓRGÃOS E ENTIDADES;5 anos;-;Eliminação;
024.5;z;CONCESSÃO DE ESTÁGIOS E BOLSAS PARA ESTUDANTES;-;-;-;
024.51;m;RELAÇÃO COM INSTITUIÇÕES DE ENSINO E AGENTES DE INTEGRAÇÃO;Enquanto vigora o convênio;2 anos;Eliminação;
024.52;m;PLANO DE ESTÁGIO;Enquanto o estudante mantiver o vínculo com a administração pública;2 anos;Eliminação;
025;g;PROMOÇÃO DA SAÚDE E BEM-ESTAR;-;-;-;
025.1;z;ASSISTÊNCIA À SAÚDE;-;-;-;
025.11;m;CELEBRAÇÃO DE CONVÊNIOS DE PLANOS DE SAÚDE;Até a aprovação das contas pelo Tribunal de Contas*;5 anos a contar da aprovação das contas pelo Tribunal de Contas**;Eliminação;* ou até a apresentação do Relatório de Gestão ** ou 10 anos a contar da apresentação do Relatório de Gestão
025.12;m;ORIENTAÇÃO MÉDICA, NUTRICIONAL, ODONTOLÓGICA E PSICOLÓGICA;2 anos;-;Eliminação;
025.13;m;PROMOÇÃO DE ATIVIDADE FÍSICA;2 anos;-;Eliminação;
025.14;m;PRONTUÁRIO MÉDICO E ODONTOLÓGICO;5 anos;95 anos;Eliminação;
025.2;z;PRESERVAÇÃO DA SAÚDE E HIGIENE;-;-;-;
025.21;m;CONTROLE DE RISCOS AMBIENTAIS;5 anos;15 anos;Guarda permanente;
025.22;m;OFERTA DE SERVIÇOS DE REFEITÓRIOS, CANTINAS E COPAS;Enquanto vigora;2 anos;Eliminação;
025.3;z;SEGURANÇA DO TRABALHO. PREVENÇÃO DE ACIDENTES DE TRABALHO;-;-;-;
025.31;m;CONSTITUIÇÃO DA COMISSÃO INTERNA DE PREVENÇÃO DE ACIDENTES (CIPA);-;-;-;
025.311;n;COMPOSIÇÃO E ATUAÇÃO;5 anos;5 anos;Guarda permanente;
025.312;n;OPERACIONALIZAÇÃO DE REUNIÕES;2 anos;-;Eliminação;
025.32;m;REGISTRO DE OCORRÊNCIAS DE ACIDENTES DE TRABALHO;5 anos;52 anos;Eliminação;
026;g;CONCESSÃO DE BENEFÍCIOS DE SEGURIDADE E PREVIDÊNCIA SOCIAL;-;-;-;
026;z;CONCESSÃO DE BENEFÍCIOS DE SEGURIDADE E PREVIDÊNCIA SOCIAL;-;-;-;
026.01;m;ADESÃO À PREVIDÊNCIA COMPLEMENTAR;5 anos;52 anos;Eliminação;
026.02;m;CONTAGEM E AVERBAÇÃO DE TEMPO DE SERVIÇO;Até a homologação da aposentadoria;5 anos;Eliminação;
026.1;z;SALÁRIO FAMÍLIA;5 anos;19 anos*;Eliminação;* ou 95 anos, nos casos previstos na legislação específica para as concessões especiais
026.2;z;SALÁRIO MATERNIDADE;7 anos;-;Eliminação;
026.3;z;AUXÍLIOS;Até a aprovação das contas pelo Tribunal de Contas*;5 anos a contar da aprovação das contas pelo Tribunal de Contas**;Eliminação;* ou até a apresentação do Relatório de Gestão ** 10 anos a contar da apresentação do Relatório de Gestão
026.4;z;LICENÇAS;5 anos;52 anos;Eliminação;
026.5;z;APOSENTADORIA;-;-;-;
026.51;m;INVALIDEZ PERMANENTE;5 anos;95 anos;Eliminação;
026.52;m;COMPULSÓRIA;5 anos;95 anos;Eliminação;
026.53;m;VOLUNTÁRIA;5 anos;95 anos;Eliminação;
026.54;m;ESPECIAL;5 anos;95 anos;Eliminação;
026.6;z;PENSÃO POR MORTE;-;-;-;
026.61;m;PENSÃO PROVISÓRIA. PENSÃO TEMPORÁRIA;Enquanto vigora;5 anos;Eliminação;
026.62;m;PENSÃO VITALÍCIA;5 anos;95 anos;Eliminação;
026.9;z;OUTRAS AÇÕES REFERENTES À CONCESSÃO DE BENEFÍCIOS DE SEGURIDADE E PREVIDÊNCIA SOCIAL;-;-;-;
026.91;m;AUXÍLIO RECLUSÃO;5 anos;52 anos;Eliminação;
027;g;APURAÇÃO DE RESPONSABILIDADE DISCIPLINAR;-;-;-;
027.1;z;AVERIGUAÇÃO DE DENÚNCIAS;5 anos;95 anos;Guarda permanente;
027.2;z;APLICAÇÃO DE PENALIDADES DISCIPLINARES;5 anos;95 anos;Guarda permanente;
027.3;z;AJUSTAMENTO DE CONDUTA;5 anos;52 anos;Eliminação;
028;g;CUMPRIMENTO DE MISSÕES E VIAGENS A SERVIÇO;-;-;-;
028.1;z;NO PAÍS;-;-;-;
028.11;m;COM ÔNUS;Até a aprovação das contas pelo Tribunal de Contas*;5 anos a contar da aprovação das contas pelo Tribunal de Contas**;Eliminação;* ou até a apresentação do Relatório de Gestão ** ou 10 anos a contar da apresentação do Relatório de Gestão
028.12;m;COM ÔNUS LIMITADO;7 anos;-;Eliminação;
028.2;z;NO EXTERIOR;-;-;-;
028.21;m;COM ÔNUS;Até a aprovação das contas pelo Tribunal de Contas*;5 anos a contar da aprovação das contas pelo Tribunal de Contas**;Eliminação;* ou até a apresentação do Relatório de Gestão ** ou 10 anos a contar da apresentação do Relatório de Gestão
028.22;m;COM ÔNUS LIMITADO;7 anos;-;Eliminação;
028.23;m;SEM ÔNUS;7 anos;-;Eliminação;
029;g;OUTRAS AÇÕES REFERENTES À GESTÃO DE PESSOAS;-;-;-;
029.1;z;CONTROLE DE ASSIDUIDADE E PONTUALIDADE;-;-;-;
029.11;m;CONTROLE DE FREQUÊNCIA;5 anos;52 anos;Eliminação;
029.12;m;DEFINIÇÃO DO HORÁRIO DE EXPEDIENTE;2 anos;-;Eliminação;
029.2;z;INSTITUIÇÃO DO PROGRAMA DE CRECHE;-;-;-;
029.21;m;PUBLICAÇÃO E DIVULGAÇÃO;5 anos;5 anos;Guarda permanente;
029.22;m;INSCRIÇÃO, SELEÇÃO, ADMISSÃO E RENOVAÇÃO;Enquanto vigora o vínculo do beneficiário;10 anos;Eliminação;
029.23;m;ACOMPANHAMENTO PEDAGÓGICO, MÉDICO E DO DESENVOLVIMENTO DA CRIANÇA;Enquanto vigora o vínculo do beneficiário;10 anos;Eliminação;
029.24;m;AVALIAÇÃO DO PROGRAMA;5 anos;5 anos;Guarda permanente;Eliminar, após 2 anos, os documentos cujas informações encontram-se recapituladas ou consolidadas em outros.
029.3;z;INCENTIVOS FUNCIONAIS;5 anos;5 anos;Guarda permanente;
029.4;z;DELEGAÇÃO DE COMPETÊNCIA E PROCURAÇÃO;Enquanto vigora;5 anos;Eliminação;Utilizar os prazos dos documentos financeiros para os documentos referentes aos ordenadores de despesas.
029.5;z;CONTRATAÇÃO DE SERVIÇOS PROFISSIONAIS TRANSITÓRIOS;Até a aprovação das contas pelo Tribunal de Contas*;5 anos a contar da aprovação das contas pelo Tribunal de Contas**;Eliminação;* ou até a apresentação do Relatório de Gestão ** ou 10 anos a contar da apresentação do Relatório de Gestão. Eliminar, após 2 anos, os documentos referentes às contratações não efetivadas.
029.6;z;PETIÇÃO DE DIREITOS;Até a solução da interposição de pedido de reconsideração ou de recurso;5 anos;Guarda permanente;
030;s;GESTÃO DE MATERIAIS;-;-;-;
030;g;GESTÃO DE MATERIAIS;-;-;-;
030.01;z;NORMATIZAÇÃO. REGULAMENTAÇÃO;Enquanto vigora;5 anos;Guarda permanente;
030.02;z;CADASTRAMENTO DE FORNECEDORES E DE PRESTADORES DE SERVIÇOS;5 anos;-;Eliminação;
030.03;z;ESPECIFICAÇÃO, PADRONIZAÇÃO, CODIFICAÇÃO, PREVISÃO,IDENTIFICAÇÃO E CLASSIFICAÇÃO;2 anos;-;Eliminação;
031;g;AQUISIÇÃO E INCORPORAÇÃO;-;-;-;Eliminar, após 2 anos, os documentos referentes às ações de aquisição e incorporação não efetivadas.
031.1;z;COMPRA;-;-;-;
031.11;m;MATERIAL PERMANENTE;Até a aprovação das contas pelo Tribunal de Contas*;5 anos a contar da aprovação das contas pelo Tribunal de Contas**;Eliminação;* ou até a apresentação do Relatório de Gestão ** ou 10 anos a contar da apresentação do Relatório de Gestão
031.12;m;MATERIAL DE CONSUMO;Até a aprovação das contas pelo Tribunal de Contas*;5 anos a contar da aprovação das contas pelo Tribunal de Contas**;Eliminação;* ou até a apresentação do Relatório de Gestão ** ou 10 anos a contar da apresentação do Relatório de Gestão
031.2;z;DOAÇÃO E PERMUTA;-;-;-;
031.21;m;MATERIAL PERMANENTE;4 anos;5 anos;Eliminação;Utilizar os prazos dos documentos financeiros para as transações que envolvam pagamento de despesas.
031.22;m;MATERIAL DE CONSUMO;4 anos;5 anos;Eliminação;Utilizar os prazos dos documentos financeiros para as transações que envolvam pagamento de despesas.
031.3;z;DAÇÃO. ADJUDICAÇÃO;-;-;-;
031.31;m;MATERIAL PERMANENTE;Até a quitação total da dívida;5 anos;Eliminação;Utilizar os prazos dos documentos financeiros para as transações que envolvam pagamento de despesas.
031.32;m;MATERIAL DE CONSUMO;Até a quitação total da dívida;5 anos;Eliminação;Utilizar os prazos dos documentos financeiros para as transações que envolvam pagamento de despesas.
031.4;z;CESSÃO, COMODATO E EMPRÉSTIMO;-;-;-;
031.41;m;MATERIAL PERMANENTE;Enquanto vigora;5 anos;Eliminação;Utilizar os prazos dos documentos financeiros para as transações que envolvam pagamento de despesas.
031.42;m;MATERIAL DE CONSUMO;Enquanto vigora 5 anos;Eliminação;Utilizar os prazos dos documentos financeiros para as transações que envolvam pagamento de despesas.
