021.2; Exames de seleção; 021.4; Correção de provas. Avaliação (Recrutamento e seleção)
021.2; Exames de seleção; 021.5; Divulgação dos resultados e interposição de recursos (Recrutamento e seleção)
022; Aperfeiçoamento e treinamento; 024; Capacitação do servidor
022.1; Cursos (inclusive bolsas de estudo); 024.1; Promoção de cursos pelo órgão e entidade (Capacitação do servidor)
022.11; Promovidos pela instituição; 024.11; Programação (Promoção de cursos pelo órgão e entidade)
022.11; Promovidos pela instituição; 024.12; Inscrição e frequência (Promoção de cursos pelo órgão e entidade)
022.11; Promovidos pela instituição; 024.13; Avaliação e resultados (Promoção de cursos pelo órgão e entidade)
022.12; Promovidos por outras instituições; 024.2; Participação em cursos promovidos por outros órgãos e entidades (Capacitação do servidor)
022.121; No Brasil; 024.2; Participação em cursos promovidos por outros órgãos e entidades (Capacitação do servidor)
022.122; No Brasil; 024.2; Participação em cursos promovidos por outros órgãos e entidades (Capacitação do servidor)
022.2; Estágios; 024.3; Promoção de estágios pelo órgão e entidade (Capacitação do Servidor)
022.21; Promovidos pela instituição; 024.31; Programação (Promoção de estágios pelo órgão e entidade)
022.21; Promovidos pela instituição; 024.32; Inscrição e frequência (Promoção de estágios pelo órgão e entidade)
022.21; Promovidos pela instituição; 024.33; Avaliação e resultados (Promoção de estágios pelo órgão e entidade)
022.21; Promovidos pela instituição; 024.51; Relação com instituições de ensino e agentes de integração (Concessão de estágios e bolsas para estudantes)
022.21; Promovidos pela instituição; 024.52; Plano de estágio (Concessão de estágios e bolsas para estudantes)
022.22; Promovidos por outras instituições; 024.4; Participação em estágios promovidos por outros órgãos e entidades (Capacitação do servidor)
022.221; No Brasil; 024.4; Participação em estágios promovidos por outros órgãos e entidades (Capacitação do servidor)
022.222; No exterior; 024.4; Participação em estágios promovidos por outros órgãos e entidades (Capacitação do servidor)
022.9; Outros assuntos referentes a aperfeiçoamento e treinamento; –; –
023; Quadros, tabelas e política de pessoal; 020.02; Implementação das políticas de pessoal (Gestão de pessoas)
023.01; Estudos e previsão de pessoal; 020.021; Planejamento da força de trabalho. Previsão de pessoal (Implementação das políticas de pessoal)
023.02; Criação, classificação, transformação, transposição e remuneração de cargos e funções; 020.022; Criação, extinção, classificação, transformação e transposição de cargos e de carreiras (Implementação das políticas de pessoal)
023.03; Reestruturações e alterações salariais; 022.63; Promoção e progressão funcional (Avaliação de desempenho)
023.03; Reestruturações e alterações salariais; 023.12; Reestruturação e alteração salarial (Pagamento de vencimentos. Remunerações. Salários. Proventos/Concessão de direitos e vantagens)
023.1; Movimentação de pessoal; 022.2; Movimentação de pessoal (Provimento, Movimentação e Vacância)
023.11; Admissão. Aproveitamento. Contratação. Nomeação. Readmissão. Readaptação. Recondução. Reintegração. Reversão; 022.1; Provimento de cargo público (Provimento, Movimentação e Vacância)
023.12; Demissão. Dispensa. Exoneração. Rescisão contratual. Falecimento; 022.7; Vacância (Provimento, Movimentação e Vacância)
023.13; Lotação. Remoção. Transferência. Permuta; 022.21; Lotação, exercício e permuta (Movimentação de pessoal/Provimento, Movimentação e Vacância)
023.13; Lotação. Remoção. Transferência. Permuta; 022.3; Remoção (Provimento, Movimentação e Vacância)
023.14; Designação. Disponibilidade. Redistribuição. Substituição; 022.1; Provimento de cargo público (Provimento, Movimentação e Vacância)
023.14; Designação. Disponibilidade. Redistribuição. Substituição; 022.4; Redistribuição (Provimento, Movimentação e Vacância)
023.14; Designação. Disponibilidade. Redistribuição. Substituição; 022.5; Substituição (Provimento, Movimentação e Vacância)
023.15; Requisição. Cessão; 022.22; Cessão. Requisição (Movimentação de pessoal/Provimento, Movimentação e Vacância)
024; Direitos, obrigações e vantagens; 023; Concessão de direitos e vantagens
024.1; Folhas de pagamento. Fichas financeiras; 023.11; Folhas de pagamento (Pagamento de vencimentos. Remunerações. Salários. Proventos/Concessão de direitos e vantagens)
024.11; Salários, vencimentos, proventos e remunerações; 023.1; Pagamentos de vencimentos. Remunerações. Salários. Proventos (Concessão de direitos e vantagens)
024.111; Salário-família; 026.1; Salário família (Concessão de benefícios de seguridade e previdência social)
024.112; Abono ou provento provisório. Abono de permanência em serviço; 023.13; Abono provisório (Pagamento de vencimentos. Remunerações. Salários. Proventos/Concessão de direitos e vantagens)
024.112; Abono ou provento provisório. Abono de permanência em serviço; 023.14; Abono de permanência em serviço (Pagamento de vencimentos. Remunerações. Salários. Proventos/Concessão de direitos e vantagens)
024.119; Outros salários, vencimentos, proventos e remunerações; 023.191; Retificação de pagamento (Outras ações referentes ao pagamento de vencimentos. Remunerações. Salários. Proventos)
024.12; Gratificações; 023.15; Gratificações
024.121; De função; 023.151; Função (Gratificações)
024.122; Jetons; 023.152; Jetons (Gratificações)
024.123; Cargos em comissão; 023.153; Cargos em comissão (Gratificações)
024.124; Natalina; 023.154; Natalina. Décimo terceiro salário (Gratificações)
024.129; Outras gratificações; 023.155; Desempenho (Gratificações)
024.129; Outras gratificações; 023.156; Encargo de curso e concurso (Gratificações)
024.129; Outras gratificações; 023.157; Titulação (Gratificações)
024.13; Adicionais; 023.16; Adicionais
024.131; Tempo de serviço; 023.161; Tempo de serviço (Adicionais)
024.132; Noturno; 023.162; Noturno (Adicionais)
024.133; Periculosidade; 023.163; Periculosidade (Adicionais)
024.134; Insalubridade; 023.164; Insalubridade (Adicionais)
024.135; Atividades penosas; 023.165; Atividade penosa (Adicionais)
024.136; Serviço extraordinário; 023.166; Serviço extraordinário. Horas extras (Adicionais)
024.137; Férias: adicional de 1/3 e abono pecuniário; 023.167; Um terço de férias. Abono pecuniário (Adicionais)
024.139; Outros adicionais; –; –
024.14; Descontos; 023.17; Descontos
024.141; Contribuição sindical do servidor; 023.171; Contribuição sindical, assistencial e confederativa (Descontos)
024.142; Contribuição para o plano de seguridade social; 023.172; Contribuição para o plano de seguridade social (Descontos)
024.143; Imposto de renda retido na fonte (IRRF); 023.173; Imposto de renda retido na fonte (IRRF) (Descontos)
024.144; Pensões alimentícias; 023.174; Pensão alimentícia (Descontos)
024.145; Consignações; 023.175; Consignações facultativas (Descontos)
024.149; Outros descontos; –; –
024.15; Encargos patronais. Recolhimentos; 023.18; Obrigações trabalhistas e estatutárias, encargos patronais e recolhimentos
024.151; Programa de formação do patrimônio do servidor público (Pasep). Programa de integração social (PIS); 023.181; Programa de formação do patrimônio do servidor público (Pasep). Programa de integração social (PIS) (Obrigações trabalhistas e estatutárias, encargos patronais e recolhimentos)
024.152; Fundo de garantia por tempo de serviço (FGTS); 023.182; Fundo de garantia do tempo de serviço (FGTS) (Obrigações trabalhistas e estatutárias, encargos patronais e recolhimentos)
024.153; Contribuição Sindical do empregador; 023.183; Contribuição sindical do empregador (Obrigações trabalhistas e estatutárias, encargos patronais e recolhimentos)
024.154; Contribuição para o plano de seguridade social; 023.184; Contribuição para o plano de seguridade social (Obrigações trabalhistas e estatutárias, encargos patronais e recolhimentos)
024.155; Salário maternidade; 026.2; Salário maternidade (Concessão de benefícios de seguridade e previdência social)
024.156; Imposto de renda; 023.185; Imposto de renda (Obrigações trabalhistas e estatutárias, encargos patronais e recolhimentos)
024.2; Férias; 023.2; Férias (Concessão de direitos e vantagens)
024.3; Licenças; 023.3; Licenças (Concessão de direitos e vantagens)
024.3; Licenças; 026.4; Licenças (Concessão de benefícios de seguridade e previdência social)
024.4; Afastamentos; 023.4; Afastamentos (Concessão de direitos e vantagens)
024.5; Reembolso de despesas; 023.7; Reembolso de despesas. Indenização (Concessão de direitos e vantagens)
024.51; Mudança de domicílio de servidores; 023.71; Mudança de domicílio (Reembolso de despesas. Indenização) 
024.52; Locomoção; 023.72; Locomoção (Reembolso de despesas. Indenização)
024.59; Outros reembolsos; 023.73; Ressarcimento de plano de saúde (Reembolso de despesas. Indenização)
024.9; Outros direitos, obrigações e vantagens; 023.91; Contratação de seguro (Outras ações referentes à concessão de direitos e vantagens)
024.9; Outros direitos, obrigações e vantagens; 023.92; Ocupação de imóvel funcional (Outras ações referentes à concessão de direitos e vantagens)
024.9; Outros direitos, obrigações e vantagens; 023.93; Fornecimento de transporte (Outras ações referentes à concessão de direitos e vantagens)
024.91; Concessões; 023.5; Concessões (Concessão de direitos e vantagens)
024.92; Auxílios; 023.6; Auxílios (Concessão de direitos e vantagens)
025; Apuração de responsabilidade e ação disciplinar; 027; Apuração de responsabilidade disciplinar
025.1; Denuncias. Sindicâncias. Inquéritos; 027.1; Averiguação de denúncias (Apuração de responsabilidade disciplinar)
025.11; Processos disciplinares; 027.1; Averiguação de denúncias (Apuração de responsabilidade disciplinar)
025.12; Penalidades disciplinares; 027.2; Aplicação de penalidades disciplinares (Apuração de responsabilidade disciplinar)
026; Previdência, assistência e seguridade social; 026; Concessão de benefícios de seguridade e previdência social
026.01; Previdência privada; 026.01; Adesão à previdência complementar (Concessão de benefícios de seguridade e previdência social)
026.1; Benefícios; 026; Concessão de benefícios de seguridade e previdência social
026.11; Seguros; 023.91; Contratação de seguro (Outras ações referentes à concessão de direitos e vantagens)
026.12; Auxílios; 026.3; Auxílios (Concessão de benefícios de seguridade e previdência social)
026.12; Auxílios; 026.91; Auxílio reclusão (Outras ações referentes à concessão de benefícios de seguridade e previdência social)
026.13; Aposentadoria; 026.51; Invalidez permanente (Aposentadoria)
026.13; Aposentadoria; 026.52; Compulsória (Aposentadoria)
026.13; Aposentadoria; 026.53; Voluntária (Aposentadoria)
026.13; Aposentadoria; 026.54; Especial (Aposentadoria)
026.131; Contagem e averbação de tempo de serviço; 026.02; Contagem e averbação de tempo de serviço (Concessão de benefícios de seguridade e previdência social)
026.132; Pensões: provisória, temporária e vitalícia; 026.61; Pensão provisória. Pensão temporária (Pensão por morte)
026.132; Pensões: provisória, temporária e vitalícia; 026.62; Pensão vitalícia (Pensão por morte)
026.19; Outros benefícios; 026.9; Outras ações referentes à concessão de benefícios de seguridade e previdência social
026.191; Adiantamentos e empréstimos a servidores; 023.175; Consignações facultativas (Descontos)
026.192; Assistência à saúde; 025.11; Celebração de convênios de assistência à saúde (Assistência à saúde)
026.192; Assistência à saúde; 025.14; Registro de assistência à saúde em prontuário (Assistência à saúde)
026.193; Aquisição de imóveis; 023.175; Consignações facultativas (Descontos)
026.194; Ocupação de próprios da união; 023.92; Ocupação de imóvel funcional (Outras ações referentes à concessão de direitos e vantagens)
026.195; Transportes para servidores; 023.93; Fornecimento de transporte (Outras ações referentes à concessão de direitos e vantagens)
026.2; Higiene e segurança do trabalho; 025.32; Registro de ocorrências de acidentes de trabalho (Segurança do trabalho. Prevenção de acidentes de trabalho)
026.21; Prevenção de acidentes de trabalho. Comissão interna de prevenção de acidentes (Cipa); 025.311; Composição e atuação (Constituição da comissão interna de prevenção de acidentes - Cipa)
026.21; Prevenção de acidentes de trabalho. Comissão interna de prevenção de acidentes (Cipa); 025.312; Operacionalização de reuniões (Constituição da comissão interna de prevenção de acidentes - Cipa)
026.21; Prevenção de acidentes de trabalho. Comissão interna de prevenção de acidentes (Cipa); 025.32; Registro de ocorrências de acidentes de trabalho (Segurança do trabalho. Prevenção de acidentes de trabalho)
026.22; Refeitórios, cantinas e copas; 025.22; Oferta de serviços de refeitório, cantinas e copas (Preservação da saúde e higiene)
026.23; Inspeções periódicas de saúde; 025.14; Registro de assistência à saúde em prontuário (Assistência à saúde)
029; Outros assuntos referentes a pessoal; 029; Outras ações referentes à gestão de pessoas
029.1; Horário de expediente; 029.12; Definição do horário de expediente (Controle de assiduidade e pontualidade)
029.11; Controle de frequência; 029.11; Controle de frequência (Controle de assiduidade e pontualidade)
029.2; Missões fora da sede. Viagens a serviço; 028; Cumprimento de missões e viagens a serviço
029.21; No país; 028.11; Com ônus (No País/Cumprimento de missões e viagens a serviço)
029.21; No país; 028.12; Com ônus limitado (No País/Cumprimento de missões e viagens a serviço)
029.22; No exterior; 028.2; No exterior (Cumprimento de missões e viagens a serviço)
029.221; Sem ônus para a instituição; 028.23; Sem ônus (No exterior/Cumprimento de missões e viagens a serviço)
029.222; Com ônus para a instituição; 028.21; Com ônus (No exterior/Cumprimento de missões e viagens a serviço)
029.222; Com ônus para a instituição; 028.22; Com ônus limitado (No exterior/Cumprimento de missões e viagens a serviço)
029.3; Incentivos funcionais; 029.3; Incentivos funcionais (Outras ações referentes à gestão de pessoas)
029.31; Prêmios; 029.3; Incentivos funcionais (Outras ações referentes à gestão de pessoas)
029.4; Delegações de competência. Procuração; 029.4; Delegação de competência e procuração (Outras ações referentes à gestão de pessoas)
029.5; Serviços profissionais transitórios: autônomos e colaboradores; 018.2; Contratação de pessoa física (Organização e Funcionamento)
029.6; Ações trabalhistas. Reclamações trabalhistas; 004.21; Representação extrajudicial (Atuação em contencioso/Assessoramento jurídico)
029.6; Ações trabalhistas. Reclamações trabalhistas; 004.22; Representação judicial (Atuação em contencioso/Assessoramento jurídico)
029.7; Movimentos reivindicatórios: greves e paralisações; 020.032; Movimentos reivindicatórios. Greves. Paralisações (Relacionamento com Entidades representativas de Classes)
030; Material; 030; Gestão de materiais
030; Material; 030.01; Normatização. Regulamentação (Gestão de Materiais)
030.1; Cadastro de fornecedores; 030.02; Cadastramento de fornecedores e de prestadores de serviços (Gestão de Materiais)
031; Especificação. Padronização. Codificação. Previsão. Catálogo. Identificação. Classificação; 030.03; Especificação, padronização, codificação, previsão, identificação e classificação (Gestão de Materiais)
032; Requisição e controle de serviços reprográficos; 069.2; Fornecimento de cópias de documentos (Outras ações referentes à gestão da Documentação e da Informação)
033; Aquisição; 031; Aquisição e Incorporação
033.1; Material permanente; 031.11; Material permanente (Compra/Aquisição e incorporação)
033.11; Compra; 031.1; Compra
033.12; Aluguel. Comodato. Leasing; 031.41; Material permanente (Cessão, comodato e empréstimo/Aquisição e incorporação)
033.12; Aluguel. Comodato. Leasing; 031.5; Locação. Arrendamento mercantil (leasing) (Aquisição e incorporação)
033.13; Empréstimo. Doação. Cessão. Permuta; 031.21; Material permanente (Doação e permuta/Aquisição e incorporação)
033.13; Empréstimo. Doação. Cessão. Permuta; 031.41; Material permanente (Cessão, comodato e empréstimo/Aquisição e incorporação)
033.2; Material de consumo; 031.12; Material de consumo (Compra/Aquisição e incorporação)
033.21; Compra; 031.1; Compra
033.22; Cessão. Doação. Permuta; 031.22; Material de consumo (Doação e permuta/Aquisição e incorporação)
033.22; Cessão. Doação. Permuta; 031.42; Material de consumo (Cessão, comodato e empréstimo/Aquisição e incorporação)
033.23; Confecção de impressos; 018.1; Contratação de pessoa jurídica (Organização e Funcionamento)
034; Movimentação de material; 032; Movimentação de material
034.01; Termos de responsabilidade; 032.01; Termo de responsabilidade. Cautela (Movimentação de material)
034.1; Controle de estoque; 032.1; Controle de estoque (Movimentação de material)
034.2; Extravio. Roubo. Desaparecimento; 033.6; Extravio, roubo, desaparecimento, furto e avaria (Alienação e baixa)
034.3; Transporte de material; 018.1; Contratação de pessoa jurídica (Organização e Funcionamento)
034.4; Autorização de saída de material; 032.2; Autorização de entrada e saída de material (Movimentação de material)
034.5; Recolhimento de material ao depósito; 032.3; Recolhimento de material inservível ao depósito (Movimentação de material)
035; Alienação. Baixa; 033; Alienação e baixa
035.1; Venda; 033.11; Material permanente (Venda/Alienação e baixa)
035.1; Venda; 033.12; Material de consumo (Venda/Alienação e baixa)
035.2; Cessão. Doação. Permuta; 033.21; Material permanente (Doação e permuta/Alienação e baixa)
035.2; Cessão. Doação. Permuta; 033.22; Material de consumo (Doação e permuta/Alienação e baixa)
035.2; Cessão. Doação. Permuta; 033.51; Material permanente (Cessão, comodato e empréstimo/Alienação e baixa)
035.2; Cessão. Doação. Permuta; 033.52; Material de consumo (Cessão, comodato e empréstimo/Alienação e baixa)
036; Instalação e manutenção; 018.1; Contratação de pessoa jurídica (Organização e Funcionamento)
036.1; Requisição e Contratação de serviços; 018.1; Contratação de pessoa jurídica (Organização e Funcionamento)
036.2; Serviços executados em oficinas do órgão; 035; Execução de serviços de instalação e manutenção (Gestão de materiais)
037; Inventário; 036; Controle de materiais
037.1; Material permanente; 036.1; Inventário de material permanente (Controle de materiais)
037.2; Material de consumo; 036.2; Inventário de material de consumo (Controle de materiais)
039; Outros assuntos referentes a material; 039.1; Racionalização do uso de material (Outras ações referentes à gestão de materiais)
039; Outros assuntos referentes a material; 039.2; Empréstimo e devolução de material permanente (Outras ações referentes à gestão de materiais)
040; Patrimônio; 040; Gestão de bens patrimoniais e de serviços
040; Patrimônio; 040.01; Normatização. Regulamentação (Gestão de bens patrimoniais e de serviços)
041; Bens imóveis; 043.1; Registro dos imóveis (Administração condominial)
041.01; Fornecimento e manutenção de serviços básicos; 045.1; Fornecimento de serviços públicos essenciais (Contratação de prestação de serviços)
041.011; Água e esgoto; 045.11; Água e esgotamento sanitário (Fornecimento de serviços públicos essenciais)
041.012; Gás; 045.12; Gás (Fornecimento de serviços públicos essenciais)
041.013; Luz e força; 045.13; Energia elétrica (Fornecimento de serviços públicos essenciais)
041.02; Comissão interna de conservação de energia; 005.1; Criação e organização (Participação em órgãos colegiados)
041.02; Comissão interna de conservação de energia; 005.2; Operacionalização de reuniões (Participação em órgãos colegiados)
041.03; Condomínio; 043.2; Serviços de condomínio (Administração condominial)
041.1; Aquisição; 041; Aquisição e incorporação
041.11; Compra; 041.11; Bens imóveis (Compra/Aquisição e incorporação)
041.12; Cessão; 041.51; Bens imóveis (Cessão e comodato/Aquisição e incorporação)
041.13; Doação; 041.21; Bens imóveis (Doação e permuta/Aquisição e incorporação)
041.14; Permuta; 041.21; Bens imóveis (Doação e permuta/Aquisição e incorporação)
041.15; Locação. Arrendamento. Comodato; 041.51; Bens imóveis (Cessão e comodato/Aquisição e incorporação)
041.15; Locação. Arrendamento. Comodato; 041.61; Bens imóveis (Locação, arrendamento mercantil (leasing). Sublocação/Aquisição e incorporação)
041.2; Alienação; 042; Alienação
041.21; Venda; 042.11; Bens imóveis (Venda/Alienação)
041.22; Cessão; 042.51; Bens imóveis (Cessão e comodato/Alienação)
041.23; Doação; 042.21; Bens imóveis (Doação e permuta/Alienação)
041.24; Permuta; 042.21; Bens imóveis (Doação e permuta/Alienação)
041.3; Desapropriação. Reintegração de posse. Reivindicação de domínio. Tombamento; 042.4; Desapropriação e desmembramento (Doação e permuta/Alienação)
041.3; Desapropriação. Reintegração de posse. Reivindicação de domínio. Tombamento; 043.3; Reintegração de posse. Reivindicação de domínio. Despejo de permissionário (Administração condominial)
041.3; Desapropriação. Reintegração de posse. Reivindicação de domínio. Tombamento; 043.4; Tombamento (Administração condominial)
041.4; Obras; 045.3; Execução de obras
041.41; Reforma. Recuperação. Restauração; 045.32; Reforma. Recuperação. Restauração
041.42; Construção; 045.31; Construção
041.5; Serviços de manutenção; 018.1; Contratação de pessoa jurídica (Organização e Funcionamento)
041.51; Manutenção de elevadores; 018.1; Contratação de pessoa jurídica (Organização e Funcionamento)
041.52; Manutenção de ar-condicionado; 018.1; Contratação de pessoa jurídica (Organização e Funcionamento)
041.53; Manutenção de subestações e geradores; 018.1; Contratação de pessoa jurídica (Organização e Funcionamento)
041.54; Limpeza. Imunização. Desinfestação; 018.1; Contratação de pessoa jurídica (Organização e Funcionamento)
041.59; Outros serviços de manutenção; –; –
042; Veículos; –; –
042.1; Aquisição; 041.1; Compra (Aquisição e incorporação)
042.11; Compra; 041.12; Veículos (Compra/Aquisição e incorporação)
042.12; Aluguel; 041.62; Veículos (Locação. Arrendamento mercantil (leasing). Sublocação/Aquisição e incorporação)
042.13; Cessão. Doação. Permuta. Transferência; 041.22; Veículos (Doação e permuta/Aquisição e incorporação)
042.13; Cessão. Doação. Permuta. Transferência; 041.52; Veículos (Cessão e comodato/Aquisição e incorporação)
042.2; Cadastro. Licenciamento. Emplacamento. Tombamento; 044.1; Cadastramento, licenciamento e emplacamento (Administração da frota de veículos)
042.2; Cadastro. Licenciamento. Emplacamento. Tombamento; 044.2; Tombamento (Administração da frota de veículos)
042.3; Alienação; 042; Alienação
042.31; Venda; 042.12; Veículos (Venda/Alienação)
042.32; Cessão. Doação. Permuta. Transferência; 042.22; Veículos (Doação e permuta/Alienação)
042.32; Cessão. Doação. Permuta. Transferência; 042.52; Veículos (Cessão e comodato/Alienação)
042.4; Abastecimento. Limpeza. Manutenção. Reparo; 018.1; Contratação de pessoa jurídica (Organização e Funcionamento)
042.5; Acidentes. Infrações. Multas; 044.3; Ocorrência de sinistros (Administração da frota de veículos)
042.5; Acidentes. Infrações. Multas; 044.6; Notificações de infrações e multas (Administração da frota de veículos)
042.9; Outros assuntos referentes a veículos; –; –
042.91; Controle de uso de veículos; 044.4; Controle de uso (Administração da frota de veículos)
042.911; Requisição; 044.4; Controle de uso (Administração da frota de veículos)
042.912; Autorização para uso fora do horário do expediente; 044.4; Controle de uso (Administração da frota de veículos)
042.913; Estacionamento. Garagem; 044.5; Estacionamento. Garagem (Administração da frota de veículos)
043; Bens semoventes; 018.1; Contratação de pessoa jurídica (Organização e Funcionamento)
043; Bens semoventes; 041.13; Bens semoventes (Compra/Aquisição e incorporação)
043; Bens semoventes; 041.23; Bens semoventes (Doação e permuta/Aquisição e incorporação)
043; Bens semoventes; 041.4; Procriação (Aquisição e incorporação)
043; Bens semoventes; 041.53; Bens semoventes (Cessão e comodato/Aquisição e incorporação)
043; Bens semoventes; 042.13; Bens semoventes (Venda/Alienação)
043; Bens semoventes; 042.23; Bens semoventes (Doação e permuta/Alienação)
043; Bens semoventes; 042.53; Bens semoventes (Cessão e comodato/Alienação)
043; Bens semoventes; 042.72; Bens semoventes (Baixa. Desfazimento/Alienação)
044; Inventário; 047.01; Comissão de inventário (Controle de bens patrimoniais)
044; Inventário; 047.1; Inventário de bens imóveis (Controle de bens patrimoniais)
044; Inventário; 047.2; Inventário de veículos (Controle de bens patrimoniais)
044; Inventário; 047.3; Inventário de bens semoventes (Controle de bens patrimoniais)
049; Outros assuntos referentes a patrimônio; 049; Outras ações referentes à gestão de bens patrimoniais e de serviços
049.1; Guarda e segurança; 018.1; Contratação de pessoa jurídica (Organização e Funcionamento)
049.1; Guarda e segurança; 046.2; Monitoramento. Vigilância (Proteção, guarda e segurança patrimonial)
049.11; Serviços de vigilância; 018.1; Contratação de pessoa jurídica (Organização e Funcionamento)
049.11; Serviços de vigilância; 046.2; Monitoramento. Vigilância (Proteção, guarda e segurança patrimonial)
049.12; Seguros; 018.1; Contratação de pessoa jurídica (Organização e Funcionamento)
049.13; Prevenção de incêndio; 046.11; Planejamento, elaboração e acompanhamento de projetos (Prevenção de incêndio/Proteção, guarda e segurança patrimonial)
049.13; Prevenção de incêndio; 046.12; Constituição de brigada voluntária (Prevenção de incêndio/Proteção, guarda e segurança patrimonial)
049.13; Prevenção de incêndio; 046.13; Instalação e manutenção de equipamentos de combate a incêndio (Prevenção de incêndio/Proteção, guarda e segurança patrimonial)
049.14; Sinistro; 046.3; Ocorrência de sinistros (Proteção, guarda e segurança patrimonial)
049.15; Controle de portaria; 046.4; Controle de portaria (Proteção, guarda e segurança patrimonial)
049.2; Mudanças; 043.6; Mudança (Administração condominial)
049.21; Para outros imóveis; 043.61; Para outros imóveis (Mudança/Administração condominial)
049.22; Dentro do mesmo imóvel; 043.62; Dentro do mesmo imóvel (Mudança/Administração condominial)
049.3; Uso de dependências; 043.7; Uso de dependências (Administração condominial)
050; Orçamento e finanças; 050.01; Normatização. Regulamentação (Gestão orçamentária e financeira)
050.1; Auditoria; 054.1; Prestação de contas. Tomada de contas (Controle externo. Auditoria externa)
050.1; Auditoria; 054.2; Tomada de contas especial (Controle externo. Auditoria externa)
051; Orçamento; 051; Gestão orçamentária
051.1; Programação orçamentária; 051.1; Programação orçamentária (Gestão orçamentária)
051.11; Previsão orçamentária; 051.1; Programação orçamentária (Gestão orçamentária)
051.12; Proposta orçamentária; 051.1; Programação orçamentária (Gestão orçamentária)
051.13; Quadro de detalhamento de despesas (QDD); 051.2; Detalhamento de despesa (Gestão orçamentária)
051.14; Créditos adicionais; 051.4; Retificação orçamentária. Créditos adicionais (Gestão orçamentária)
051.2; Execução orçamentária; 051.3; Execução orçamentária (Gestão orçamentária)
051.21; Descentralização de recursos; 051.3; Execução orçamentária (Gestão orçamentária)
051.22; Acompanhamento de despesa mensal; 051.3; Execução orçamentária (Gestão orçamentária)
051.23; Plano operativo. Cronograma de desembolso; 051.3; Execução orçamentária (Gestão orçamentária)
052; Finanças; 052; Gestão financeira
